tour_name,location,price,duration,rating,City,tour_id
"Tour Ngũ Hành Sơn và chùa Linh Ứng tại Đà Nẵng - Nửa ngày với hướng dẫn viên tiếng Anh, Trung, Indonesia, Hàn, Nhật","81 Huyền Trân Công Chúa, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",821758,5.0,"9,0",Đà Nẵng,152
Trải Nghiệm Học Lướt Ván Đứng SUP hoặc Lướt Sóng tại Surf Shack Đà Nẵng,Địa điểm trải nghiệm,108663,0.0,-,Đà Nẵng,153
Tour Sinh Thái Lăng Cô & Nếm Hàu,Vịnh Lăng Cô,1883753,7.0,"8,0",Đà Nẵng,154
Marble Mountain Trekking from Hoi An ,Trung tâm Thành phố Đà Nẵng,1004195,4.0,-,Đà Nẵng,155
Tour Thưởng Thức Ẩm Thực Đà Nẵng Bằng Xe Máy,"119 Tran Quang Khai, Cam Chau, Hoi An, Quang Nam, Vietnam",279439,4.0,-,Đà Nẵng,156
"Tour Nửa Ngày Tham Quan Đà Nẵng Bằng Xe Máy: Núi Sơn Trà, Ngũ Hành Sơn & Biển Mỹ Khê",Địa điểm tập trung,1253666,5.0,"9,0",Đà Nẵng,157
"Tour Nửa Ngày Tham Quan Đà Nẵng Bằng Xe Máy: Núi Sơn Trà, Ngũ Hành Sơn & Biển Mỹ Khê",Địa điểm trải nghiệm,1034762,0.0,-,Đà Nẵng,158
"Tour Đà Nẵng Instagram - Nửa ngày với hướng dẫn viên tiếng Anh, Trung., Indonesia, Hàn, Nhật","APEC Park, Bình Hiên, Hải Châu, Đà Nẵng 550000, Vietnam",760954,8.0,"7,5",Đà Nẵng,159
Marble Mountains and Monkey Mountains Sunset Tour from Hoi An ,"479 Cua Dai, Cam Chau, Hoi An, Quang Nam Province, Vietnam",472977,0.0,-,Đà Nẵng,160
Tour Golf Một Ngày Từ Đà Nẵng Đến Câu Lạc Bộ Golf Bà Nà Hills | Việt Nam,Câu lạc bộ Golf Bà Nà Hills,3642869,0.0,"9,2",Đà Nẵng,161
Tour Trải Nghiệm Tại Công Viên Suối Khoáng Nóng Núi Thần Tài (Kèm Đưa Đón + Bữa Trưa),Địa điểm trải nghiệm,944046,8.0,-,Đà Nẵng,162
Da Nang Day Tour: Discovering New Tourist Attractions,"Da Nang Center: Da Nang, Viet Nam",682556,0.0,"10,0",Đà Nẵng,163
Tour Đi Bộ Nửa Ngày | Thưởng Thức Ẩm Thực Đường Phố Đà Nẵng,Thành phố Đà Nẵng,738750,2.5,"8,7",Đà Nẵng,164
Trải Nghiệm Đi Xe Xích Lô Và Mua Sắm Tại Đà Nẵng,Địa điểm trải nghiệm,768726,4.5,-,Đà Nẵng,165
Tour Chơi Golf Một Ngày Từ Đà Nẵng Đến BRG Đà Nẵng Golf Resort | Việt Nam,Khu nghỉ dưỡng sân golf BRG Đà Nẵng,4788465,0.0,"8,5",Đà Nẵng,166
Tour Nửa Ngày Thưởng Thức Hải Sản Đà Nẵng,Trung tâm Thành phố Đà Nẵng,1626197,4.0,"9,5",Đà Nẵng,167
Food Tour with Aodai Rider in Da Nang,"235 Nui Thanh, Hai Chau district, Da Nang",1275071,0.0,"10,0",Đà Nẵng,168
Private Sightseeing Charter Trip for Da Nang and Hoi An from Da Nang,Da Nang City,990588,0.0,"9,3",Đà Nẵng,169
Motorcycle Night Tour with Han River Cruise | Da Nang,Da Nang City,1108519,4.0,"9,0",Đà Nẵng,170
Tour khám phá địa điểm mới tại Đà Lạt - 1 ngày,"Dalat, Lâm Đồng, Vietnam",650000,0.0,"9,5",Đà Lạt,171
Vé Samten Hills Dalat | Đà Lạt - Việt Nam,Samten Hills Dalat,253367,8.0,"8,5",Đà Lạt,172
Tour săn mây và đón bình minh tại Đà Lạt - Nửa ngày,"Dalat, Lâm Đồng, Vietnam",450000,0.0,"9,4",Đà Lạt,173
Tìm hiểu văn hoá Cồng Chiêng Tây Nguyên - Tour nửa ngày,"Thị trấn Lạc Dương, Lạc Dương, Lâm Đồng, Vietnam",300000,3.0,"10,0",Đà Lạt,174
Tour Nửa Ngày | Tour Chèo Kayaking Ngắm Bình Minh/Hoàng Hôn Trên Hồ Tuyền Lâm,Hồ Tuyền Lâm,403449,0.0,"10,0",Đà Lạt,175
Tour khám phá Đà Lạt thơ mộng - 1 ngày,"Dalat, Lâm Đồng, Vietnam",650000,8.0,"9,1",Đà Lạt,176
"Chinh phục Langbiang, thác Datanla và Crazy House - Tour 1 ngày","QL20 Đèo Prenn, Phường 3, Thành phố Đà Lạt, Lâm Đồng 66000, Vietnam",550000,8.0,"9,5",Đà Lạt,177
Khám phá ngoại thành Đà Lạt - Tour 1 ngày,"Dalat, Lâm Đồng, Vietnam",650000,8.0,"9,3",Đà Lạt,178
"Tour Trekking Núi Samson & Trải Nghiệm Chèo Thuyền Kayak Tại Hồ Tuyền Lâm, Đà Lạt",Địa điểm trải nghiệm,1005619,6.5,"8,7",Đà Lạt,179
Da Lat Countryside Loop Motorcycle Day Tour,Dalat,1248669,0.0,"6,2",Đà Lạt,180
Coffee Class And Visiting Outside Of Da Lat,Vietnam,1782992,0.0,"8,5",Đà Lạt,181
[Giảm giá 5%] Tour Trong Ngày | Trekking Đỉnh LangBiang,"2CWR+M3W, Lạc Dương, Lạc Dương District, Lam Dong, Vietnam",946153,0.0,"10,0",Đà Lạt,182
